ZAAKNUMMER,ZAAKNAAM,ADRES,ZAAK_CATEGORIE,ZAAK_SPECIFICATIE,BEGINDATUM,EINDDATUM,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,O_TIJDEN_TERRAS_ZO_DO_VAN,O_TIJDEN_TERRAS_ZO_DO_TOT,O_TIJDEN_TERRAS_VR_ZA_VAN,O_TIJDEN_TERRAS_VR_ZA_TOT,VERLENGING_SLUITINGSTIJD_1,VERLENGING_SLUITINGSTIJD_2,VERLENGING_SLUITINGSTIJD_3,VERLENGING_SLUITINGSTIJD_4,VERLENGING_SLUITINGSTIJD_5,VERLENGING_SLUITINGSTIJD_6,VERLENGING_SLUITINGSTIJD_7,VERLENGING_SLUITINGSTIJD_8,VERLENGING_SLUITINGSTIJD_9,VERLENGING_SLUITINGSTIJD_10,ONTHEFFING_GELUIDSVOORSCHR_1,ONTHEFFING_GELUIDSVOORSCHR_2,ONTHEFFING_GELUIDSVOORSCHR_3,ONTHEFFING_GELUIDSVOORSCHR_4,ONTHEFFING_GELUIDSVOORSCHR_5,LOCATIE_WKT,TERRASGEOMETRIE_WKT,STADSDEEL,STATUS_VERGUNNING
10652,St. Sport en Activiteiten Centr Driemond,Stammerlandweg 10,Additionele horeca,Sporthal,2014-07-01 00:00:00.0,2019-07-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (5.01467538046023 52.3088115220939),,Zuidoost,Verleend
14782,Vegan Junk Food Bar,Staringplein 22,Fastfood,Snackbar,2017-08-01 00:00:00.0,2020-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,22:00,07:00,22:00,,,,,,,,,,,,,,,,POINT (4.86315640075559 52.360294543994),,West,Verleend
796,Koroglu,Staringplein 6-H,Alcoholvrij,Koffiehuis,2015-07-01 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,23:00,,,,,,,,,,,,,,,,POINT (4.86263434675626 52.3609932682897),,West,Verleend
12961,Loetje Centraal,Stationsplein 10,Restaurant,Specificatie n.v.t.,2018-03-01 00:00:00.0,2023-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.90026909927152 52.3775831033144),"POLYGON ((4.89999995420855 52.3775521500472, 4.89998868569191 52.3774730356826, 4.90013695085287 52.3774604197982, 4.90054404940344 52.3774194005916, 4.90075073420039 52.377374052768, 4.90077380091591 52.3774121088067, 4.90071612007171 52.3774249779794, 4.90045692751944 52.3774842565938, 4.90044996864903 52.3774666394007, 4.90036893761918 52.3774782331896, 4.9001777390621 52.3775027389319, 4.90018668641925 52.377547929109, 4.90009139009711 52.3775546378016, 4.90009023264702 52.377549033806, 4.90008127641101 52.3775408093573, 4.90006513350222 52.3775411025367, 4.90005987116819 52.377549574146, 4.89999995420855 52.3775521500472))",Centrum,Verleend
3691,1e Klas Grand Café Restaurant,Stationsplein 15,Restaurant,Specificatie n.v.t.,2014-11-01 00:00:00.0,2019-11-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.90018640859228 52.3784275928031),,Centrum,Verleend
12476,Starbucks,Stationsplein 19E,Alcoholvrij,Koffiehuis,2017-06-01 00:00:00.0,2022-06-01 00:00:00.0,07:00,03:00,07:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.90056734339335 52.3785100447418),,Centrum,Verleend
14555,LABAR B.V.,Stationsplein 33D,Café,Eetcafé,2017-08-01 00:00:00.0,2020-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,15-04-2018 05:00,,,,,,,,,,14-04-2018,,,,,POINT (4.90089022663173 52.3785293445732),,Centrum,Verleend
14956,The Poet's Farm,Stationsplein 39E,Fastfood,Cafetaria,2017-11-01 00:00:00.0,2020-11-01 00:00:00.0,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,,,,,POINT (4.90023933558761 52.3789580751701),,Centrum,Verleend
12477,Starbucks,Stationsplein 43A,Alcoholvrij,Koffiehuis,2017-06-01 00:00:00.0,2022-06-01 00:00:00.0,07:00,03:00,07:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.89935790314716 52.3789814145123),,Centrum,Verleend
13773,Salsa Shop,Stationsplein 43L,Fastfood,Cafetaria,2016-06-01 00:00:00.0,2019-06-01 00:00:00.0,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,,,,,POINT (4.89989407109688 52.379639709787),,Centrum,Verleend
12480,Julia's,Stationsplein 45D,Fastfood,Afhaalrestaurant,2017-06-01 00:00:00.0,2020-06-01 00:00:00.0,07:00,03:00,07:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.8992811175924 52.3792866749772),,Centrum,Verleend
8108,Ibis Amsterdam Centre,Stationsplein 49,Restaurant,Specificatie n.v.t.,2014-10-01 00:00:00.0,2019-10-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89717858181843 52.3795026929397),,Centrum,Verleend
13503,Burger King,Stationsplein 5,Fastfood,Fastfood restaurant,2015-11-01 00:00:00.0,2018-11-01 00:00:00.0,07:00,03:00,07:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.90258964794811 52.3775656480287),,Centrum,Verleend
7549,Regardz Meeting Center,Stationsplein 51,Restaurant,Specificatie n.v.t.,2015-09-01 00:00:00.0,2020-09-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,18-04-2018 03:00,06-05-2018 05:00,,,,,,,,,,,,,,POINT (4.89641154405101 52.3798050969405),,Centrum,Verleend
9739,La Place Grand Café,Stekkenbergweg 1,Café,Eetcafé,2014-10-01 00:00:00.0,2019-10-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.94602790855853 52.2964782354629),,Zuidoost,Verleend
13392,La Chambre,Stentorstraat 5,Café,Eetcafé,2015-08-24 00:00:00.0,2018-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.90614328532203 52.4196146186257),,Noord,Verleend
10837,Michel-inn,Steve Bikoplein 12-H,Restaurant,Specificatie n.v.t.,2018-06-01 00:00:00.0,2023-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.92292789583574 52.3552410510325),,Oost,Aangevraagd
14068,Cafe de Bierhut,Stoombootweg 110,Café,Café,2016-08-23 00:00:00.0,2020-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,,,Noord,Verleend
15104,Eethuis City Noord,Stoombootweg 112,Fastfood,Snackbar,2018-04-01 00:00:00.0,2021-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.90575805158275 52.4171864458771),,Noord,Verleend
14851,Horeca Zuidplein B.V.,Strawinskylaan 11,Restaurant,Specificatie n.v.t.,2017-07-31 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87389586948861 52.3405148375993),,Zuid,Verleend
14543,Total Package Productions (T.P.P.) B.V.,Strawinskylaan 143,Café,Eetcafé,2017-01-29 00:00:00.0,2020-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87361698118123 52.340522616886),,Zuid,Verleend
6914,Sushi Time BV,Strawinskylaan 85,Restaurant,Specificatie n.v.t.,2015-09-21 00:00:00.0,2018-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87363248460247 52.3404507829063),,Zuid,Verleend
15214,Brasserie Stro,Stromarkt 1-H,Restaurant,Specificatie n.v.t.,2018-01-01 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89445540461969 52.3787364538331),"MULTIPOLYGON (((4.89418895824161 52.3788037919168, 4.8941282774006 52.3787646920895, 4.89419370848952 52.3787147602383, 4.89425467754163 52.3787678713654, 4.89418895824161 52.3788037919168)), ((4.8944366104342 52.3787557395403, 4.89442097472448 52.3787429101222, 4.89442776584338 52.3787363466456, 4.89449337409921 52.3787617716935, 4.89449337409921 52.3787617716935, 4.89448158895033 52.3787731645136, 4.8944366104342 52.3787557395403)), ((4.89451261024992 52.3787851823514, 4.89449151576438 52.3787770102226, 4.89450329850301 52.37876561973, 4.89452439298532 52.3787737918568, 4.89451261024992 52.3787851823514)))",Centrum,Verleend
13782,Bagels Sandwich Village,Stromarkt 2A,Alcoholvrij,Lunchroom,2016-02-01 00:00:00.0,2019-02-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89404800269839 52.3783932333388),"MULTIPOLYGON (((4.89403594627027 52.3784267773785, 4.89409542386398 52.3784071544392, 4.89417528871632 52.3784978139484, 4.89417481864196 52.3785022984001, 4.89411619600907 52.3784999969936, 4.89407187641334 52.3784676688739, 4.89403594627027 52.3784267773785)), ((4.89400784520467 52.3783952078298, 4.89406730887917 52.3783755894867, 4.89408818491055 52.37839933255, 4.89402872121343 52.3784189509034, 4.89400784520467 52.3783952078298)))",Centrum,Verleend
13783,Tapas L'Amour,Stromarkt 4-H,Café,Eetcafé,2016-02-01 00:00:00.0,2019-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89407797231496 52.3783394327051),"MULTIPOLYGON (((4.89416761381249 52.3783521422116, 4.89415589980654 52.3783526934517, 4.89415058537903 52.3783103980708, 4.89416229937391 52.3783098468312, 4.89416761381249 52.3783521422116)), ((4.89412340180147 52.3783627465912, 4.89411595266463 52.3783034061104, 4.89414949844206 52.3783018289879, 4.89415694762343 52.3783611694666, 4.89412340180147 52.3783627465912, 4.89412340180147 52.3783627465912)), ((4.89412340180147 52.3783627465912, 4.89415694762343 52.3783611694666, 4.89415694762343 52.3783611694666, 4.89415694762345 52.3783611694666, 4.89416425470094 52.3784159524686, 4.89412379577984 52.3784179735366, 4.89409013927314 52.3783798104269, 4.89409921662361 52.3783768992911, 4.89409721677777 52.3783746270838, 4.89412379305057 52.3783658668968, 4.89412340180147 52.3783627465912)))",Centrum,Verleend
14177,Pasta Vino,Sumatrakade 1295,Restaurant,Specificatie n.v.t.,2016-10-01 00:00:00.0,2019-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92558227286498 52.3794908528323),,Oost,Verleend
14084,The Glass House,Sumatrakade 613,Restaurant,Specificatie n.v.t.,2016-06-21 00:00:00.0,2019-12-02 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.93118671301415 52.3786227758261),,Oost,Verleend
1075,De Piraat,Sumatrakade 7,Fastfood,Snackbar,2014-04-26 00:00:00.0,2019-04-26 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.93607226988498 52.3776618260602),,Oost,Verleend
636,Insulinde,Sumatrastraat 24,Café,Café,2016-03-01 00:00:00.0,2021-03-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.93518107042432 52.3642220582713),,Oost,Verleend
12893,Nelis Amsterdam,Sumatrastraat 30-1,Restaurant,Specificatie n.v.t.,2018-03-01 00:00:00.0,2021-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.93522657588882 52.3640784308907),,Oost,Verleend
638,Mesken,Sumatrastraat 35-H,Eethuis,Specificatie n.v.t.,2017-07-12 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.93577506085878 52.3635592427194),,Oost,Verleend
640,De Toverbal,Sumatrastraat 56-H,Café,Café,2014-04-02 00:00:00.0,2019-04-02 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.93560501525802 52.3629564285789),,Oost,Verleend
14289,Napoli Pizza Amsterdam,Sumatrastraat 68A,Eethuis,Specificatie n.v.t.,2016-12-23 00:00:00.0,2020-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.93581611106641 52.3624089915181),,Oost,Verleend
12686,Hoki Snacks,Sumatrastraat 69,Fastfood,Snackbar,2017-07-25 00:00:00.0,2022-12-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.93631414329257 52.3625187377856),,Oost,Verleend
14282,Bellissima,Surinameplein 14K,Eethuis,Specificatie n.v.t.,2017-04-01 00:00:00.0,2020-04-01 00:00:00.0,07:00,21:00,07:00,21:00,,,,,,,,,,,,,,,,,,,,POINT (4.85376635323192 52.358634890544),,West,Verleend
8288,Man Tang Hong BV Grandcafé Tromer,Surinameplein 53,Café,Café,2017-11-30 00:00:00.0,2023-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.85072488060772 52.3576505018928),"POLYGON ((4.85066829779062 52.3577934815153, 4.85061950583435 52.3577933056011, 4.85058522808951 52.35777276651, 4.85058771580551 52.3576603606082, 4.85062219659559 52.3576397642768, 4.85067001797651 52.3576400706117, 4.85066829779062 52.3577934815153))",Zuid,Verleend
7519,Caffe Oslo,Surinamestraat 1-1,Café,Café,2016-04-25 00:00:00.0,2021-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.85431938459644 52.3578105171046),"POLYGON ((4.85430384520514 52.3576736800576, 4.85440731853033 52.3578017833307, 4.85438100291602 52.3578097515253, 4.85432963351447 52.3577466342472, 4.85433753051243 52.3577442251143, 4.85429936892838 52.3576973269321, 4.85428481877112 52.3576794411335, 4.85430384520514 52.3576736800576))",Zuid,Verleend
14874,Indian Dinner Express,Surinamestraat 26,Restaurant,Specificatie n.v.t.,2017-10-01 00:00:00.0,2020-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.85438803581824 52.3582062808892),,West,Verleend
15027,Restaurant 't Vierde Baarsje,Surinamestraat 32,Restaurant,Specificatie n.v.t.,2018-06-01 00:00:00.0,2021-06-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,24-05-2018,,,,,POINT (4.8542407101886 52.3582505566835),,West,Verleend
11913,Eetcafé Bodrum,Surinamestraat 5-H,Café,Eetcafé,2016-08-25 00:00:00.0,2019-11-01 00:00:00.0,07:00,00:00,07:00,01:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.85411302255902 52.357881490188),"POLYGON ((4.85415751500351 52.3578939516651, 4.85410948726199 52.3579084915859, 4.85409875193648 52.3578951986508, 4.85414677966712 52.3578806587343, 4.85415751500351 52.3578939516651))",Zuid,Verleend
11836,De Chammout Expl BV/Koffiehuis De Prijs,Surinamestraat 7-H,Coffeeshop,Specificatie n.v.t.,2018-03-18 00:00:00.0,2019-04-01 00:00:00.0,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.85400994913075 52.3579079894609),,Zuid,Verleend
7195,Sizzling Wok,Tafelbergweg 2A,Restaurant,Specificatie n.v.t.,2015-09-01 00:00:00.0,2018-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.94760131275243 52.2930148324139),"POLYGON ((4.94740086730011 52.2930250979502, 4.94736654565254 52.293021009009, 4.94733118865928 52.2930116411938, 4.94731134732675 52.2930025274275, 4.94729068275553 52.2929894446653, 4.94727482832853 52.2929738225898, 4.94726399305378 52.29295713116, 4.94725801146691 52.2929342296329, 4.94725948236938 52.2929049953209, 4.94727243866228 52.2928799665576, 4.94728290839741 52.2928639957878, 4.94731293378626 52.292837976211, 4.94733771935902 52.2928231177039, 4.94737431535429 52.2928062217897, 4.94741269297095 52.2927955310055, 4.94745286837629 52.2927887631906, 4.94749464852577 52.2927883938324, 4.94753399694497 52.292794305203, 4.94757358966947 52.2928053844139, 4.94760228528601 52.2928233906677, 4.94762032527421 52.2928390020059, 4.94762267627508 52.2928441320556, 4.9475957378734 52.2928438968967, 4.94756651480597 52.2928471363108, 4.94754645770995 52.2928521129264, 4.94751969924533 52.2928633021243, 4.94748776800824 52.2928787951945, 4.94745950597596 52.2928967735049, 4.9474332757122 52.2929190330121, 4.94741769692511 52.2929365820731, 4.94740070748818 52.2929589343178, 4.94739442975351 52.2929704826769, 4.94739206115432 52.2929772955514, 4.94739091070636 52.2929824681997, 4.94739026028462 52.2929963742672, 4.94739456858986 52.2930135478126, 4.94740086730011 52.2930250979502))",Zuidoost,Verleend
14637,KFC Foodstrip,Tafelbergweg 2B,Fastfood,Fastfood restaurant,2017-07-07 00:00:00.0,2020-07-07 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.94713512070427 52.2927254937729),"MULTIPOLYGON (((4.94720769172533 52.2927881556638, 4.94722883112528 52.2927471441571, 4.94729602034857 52.2927594822704, 4.94727589848122 52.2928006806304, 4.94720769172533 52.2927881556638)), ((4.94722078329246 52.2927113527505, 4.94715359416264 52.2926990145945, 4.9471740208117 52.29265719237, 4.94724120988417 52.2926695305145, 4.94722078329246 52.2927113527505)))",Zuidoost,Verleend
