ZAAKNUMMER,ZAAKNAAM,ADRES,ZAAK_CATEGORIE,ZAAK_SPECIFICATIE,BEGINDATUM,EINDDATUM,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,O_TIJDEN_TERRAS_ZO_DO_VAN,O_TIJDEN_TERRAS_ZO_DO_TOT,O_TIJDEN_TERRAS_VR_ZA_VAN,O_TIJDEN_TERRAS_VR_ZA_TOT,VERLENGING_SLUITINGSTIJD_1,VERLENGING_SLUITINGSTIJD_2,VERLENGING_SLUITINGSTIJD_3,VERLENGING_SLUITINGSTIJD_4,VERLENGING_SLUITINGSTIJD_5,VERLENGING_SLUITINGSTIJD_6,VERLENGING_SLUITINGSTIJD_7,VERLENGING_SLUITINGSTIJD_8,VERLENGING_SLUITINGSTIJD_9,VERLENGING_SLUITINGSTIJD_10,ONTHEFFING_GELUIDSVOORSCHR_1,ONTHEFFING_GELUIDSVOORSCHR_2,ONTHEFFING_GELUIDSVOORSCHR_3,ONTHEFFING_GELUIDSVOORSCHR_4,ONTHEFFING_GELUIDSVOORSCHR_5,LOCATIE_WKT,TERRASGEOMETRIE_WKT,STADSDEEL,STATUS_VERGUNNING
1243,Avondverkoop/Snackbar Zizi,Maritzstraat 32,Fastfood,Snackbar,2015-01-01 00:00:00.0,2020-01-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.91985207825572 52.3546088189449),,Oost,Verleend
9157,WG Café,Marius van Bouwdijk Bastiaansestraat 52,Café,Eetcafé,2017-04-01 00:00:00.0,2020-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,23:00,,,,,,,,,,,,,,,,POINT (4.87051865097847 52.3634365714957),,West,Verleend
9733,Grand Café Allure,Markenplein 30A,Restaurant,Specificatie n.v.t.,2014-04-01 00:00:00.0,2019-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.90580168890945 52.3684653551006),"MULTIPOLYGON (((4.9055739887295 52.3685835989818, 4.90559536795321 52.3685636999983, 4.90562603648395 52.3685760457618, 4.90560465726799 52.3685959447507, 4.9055739887295 52.3685835989818)), ((4.90560343557983 52.3685561909469, 4.90565184128221 52.3685111366267, 4.90568250979245 52.3685234823757, 4.90563410410764 52.3685685367083, 4.90560343557983 52.3685561909469)), ((4.90565990888971 52.3685036275713, 4.90570307054358 52.3684634541156, 4.90573373903526 52.3684757998515, 4.90569057739702 52.3685159733183, 4.90565990888971 52.3685036275713)))",Centrum,Verleend
10594,Stichting Gezond,Marnixplein 1,Café,Café,2014-09-01 00:00:00.0,2019-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87848540914097 52.3779859582279),"MULTIPOLYGON (((4.87815049199977 52.3780247132008, 4.87817087279441 52.3780565060129, 4.87814571654533 52.3780625457071, 4.87812101451968 52.3780684763413, 4.87810087807316 52.3780366513666, 4.87815049199977 52.3780247132008)), ((4.87818407244879 52.3780770966525, 4.87819808797021 52.3780989599714, 4.87820445275982 52.3781088886293, 4.8781861942816 52.378113061364, 4.87821735641153 52.378161889715, 4.87821051673675 52.3781635245191, 4.87819631425229 52.3781412704684, 4.87815917379185 52.3780830745026, 4.87818407244879 52.3780770966525)))",Centrum,Verleend
2689,Sound Garden,Marnixstraat 164-H,Café,Café,2016-07-01 00:00:00.0,2019-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,19-05-2018,,,,,POINT (4.87579722555461 52.3729413586368),,Centrum,Verleend
13886,Coffeeshop 1e Hulp,Marnixstraat 194-H,Coffeeshop,Specificatie n.v.t.,2016-05-01 00:00:00.0,2019-05-01 00:00:00.0,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.87584252713427 52.3715574680032),,Centrum,Verleend
14364,Sara's Kitchen,Marnixstraat 198-H,Restaurant,Specificatie n.v.t.,2017-01-01 00:00:00.0,2020-01-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87591697723203 52.3714679133543),"MULTIPOLYGON (((4.87589840967098 52.3714245196568, 4.87597117096988 52.3714438052165, 4.87596591955196 52.371451227766, 4.87589315823922 52.3714319422047, 4.87589840967098 52.3714245196568)), ((4.8759964979576 52.3714731577064, 4.87597899321774 52.3714978995443, 4.87595878171452 52.3714925424499, 4.87597628646356 52.371467800615, 4.8759964979576 52.3714731577064)))",Centrum,Verleend
12452,De Waterkant,Marnixstraat 246,Café,Café,2017-08-01 00:00:00.0,2019-06-26 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87611147810147 52.3698779511734),"POLYGON ((4.8758432788925 52.3699488750579, 4.87603049926129 52.3696789496344, 4.87603091701792 52.3696783568268, 4.87603161709868 52.3696774022426, 4.87603224613993 52.3696765820653, 4.87603288136185 52.3696757862854, 4.87603361393237 52.3696749052346, 4.87603428981771 52.3696741240748, 4.87603507004594 52.3696732567762, 4.8760358694566 52.3696724031512, 4.87603667678318 52.3696715739556, 4.87603757818605 52.3696706839132, 4.87603832731748 52.3696699707277, 4.87603908648007 52.3696692707839, 4.87603983157608 52.3696686047069, 4.87604052729814 52.3696680003576, 4.87604183480423 52.3696669073743, 4.87604306402145 52.3696659269327, 4.87604397895418 52.3696652245386, 4.87604542517846 52.3696641583975, 4.87604707190404 52.3696630052367, 4.87604838784883 52.3696621265857, 4.87604987663459 52.3696611750529, 4.87605157923687 52.3696601383494, 4.8760545698001 52.3696584388977, 4.876057940767 52.369656690117, 4.87606088476907 52.3696552923409, 4.8760646913648 52.3696536460725, 4.87606782682494 52.3696524145959, 4.87607162724 52.3696510601377, 4.87607503615257 52.369649964836, 4.8760782610218 52.369649026111, 4.87608078370241 52.3696483544886, 4.87608372051961 52.3696476389603, 4.87608721543915 52.3696468767884, 4.87609002516454 52.3696463318656, 4.876093122459 52.3696457989146, 4.87609603751131 52.3696453604615, 4.87609907125923 52.3696449676037, 4.87610257826855 52.3696445923819, 4.87610570306198 52.369644328064, 4.87610887480367 52.3696441262612, 4.87611210112555 52.3696439889839, 4.87611569463793 52.3696439162258, 4.87611819800548 52.3696439152785, 4.87612124671847 52.3696439692748, 4.87612373265174 52.369644058243, 4.87612661470389 52.3696442121831, 4.87612935834261 52.3696444097954, 4.87613196610793 52.3696446442704, 4.87613447689315 52.3696449135204, 4.87613848355474 52.3696454331397, 4.87619571216827 52.3696536607895, 4.8762216590688 52.3696164666522, 4.87627710665726 52.3696309589205, 4.87620645937255 52.3697313741993, 4.87624615442926 52.3697418376316, 4.87622633919901 52.3697700021684, 4.87616043130317 52.3697526291417, 4.87612643058294 52.3698009561456, 4.876015734481 52.3697715209336, 4.87596503840508 52.3698437871459, 4.87607574943903 52.369873213481, 4.87606185121639 52.3698930340824, 4.87612784169351 52.3699105747176, 4.87611710971042 52.3699257017667, 4.87607777418564 52.3699152461713, 4.8760210551087 52.3699961379825, 4.8758432788925 52.3699488750579))",Centrum,Verleend
2672,Semhar,Marnixstraat 261,Café,Café,2016-04-01 00:00:00.0,2021-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.877339996706 52.3754195838023),"POLYGON ((4.87731877567757 52.3754030453055, 4.87731084109887 52.3753904693013, 4.87732960863203 52.3753860340528, 4.87732696377213 52.3753818420519, 4.87741436288477 52.3753611873536, 4.87742494235601 52.3753779553497, 4.87731877567757 52.3754030453055))",Centrum,Verleend
14755,BR020 B.V.,Marnixstraat 325-H,Café,Eetcafé,2017-10-01 00:00:00.0,2020-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87619378545211 52.3729340809015),"MULTIPOLYGON (((4.87615916613448 52.3729705470466, 4.87613605506966 52.372973133765, 4.87612945148211 52.3729510319136, 4.87615256253537 52.3729484451964, 4.87615916613448 52.3729705470466)), ((4.87614653964122 52.3729282869096, 4.87612342859766 52.3729308736256, 4.87611682502215 52.3729087717733, 4.8761399360546 52.3729061850586, 4.87614653964122 52.3729282869096)))",Centrum,Verleend
9423,Funky Munky,Marnixstraat 333-H,Coffeeshop,Specificatie n.v.t.,2017-12-01 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,01:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87612315977207 52.3726911120909),"POLYGON ((4.87605645299541 52.3727042549046, 4.87604905445446 52.3726795011168, 4.87607144289084 52.3726769943645, 4.87607884144385 52.3727017481509, 4.87605645299541 52.3727042549046))",Centrum,Verleend
11564,Bar Brandstof,Marnixstraat 357,Café,Eetcafé,2016-06-01 00:00:00.0,2021-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,10-05-2018 05:00,,,,,,,,,,,,,,,POINT (4.87612522802922 52.3725113695942),"MULTIPOLYGON (((4.87610497103183 52.372496277585, 4.8760903276046 52.3724476665083, 4.87613725884481 52.3724423703917, 4.87615190232166 52.3724909814627, 4.87610497103183 52.372496277585)), ((4.87603926720738 52.3725036921248, 4.87602462384961 52.3724550810402, 4.87607733125919 52.3724491331219, 4.87609197467269 52.3724977442001, 4.87603926720738 52.3725036921248)))",Centrum,Verleend
9701,Ma Baker,Marnixstraat 359,Fastfood,Snackbar,2015-12-01 00:00:00.0,2020-12-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87618385835675 52.3725206098826),"POLYGON ((4.87619799876433 52.3724492242056, 4.87620864861247 52.3724845777066, 4.87616388339523 52.3724896294143, 4.87616149694407 52.3724817072701, 4.87615323358152 52.3724542759093, 4.87616417226796 52.3724530414918, 4.87619799876433 52.3724492242056))",Centrum,Verleend
14849,Café de Koe,Marnixstraat 381-H,Café,Café,2017-09-01 00:00:00.0,2020-09-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.8801372361496 52.3657969013877),,Centrum,Verleend
2663,Crush,Marnixstraat 383-O,Coffeeshop,Specificatie n.v.t.,2017-05-01 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.88015284057277 52.365716079874),,Centrum,Verleend
10254,Weber,Marnixstraat 397-H,Café,Café,2018-05-01 00:00:00.0,2023-05-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,01:00,09:00,02:00,,,,,,,,,,,,,,,,POINT (4.88061656628084 52.3649631052598),"POLYGON ((4.88056363658509 52.3649636916273, 4.88054730427647 52.364958374317, 4.88056598625168 52.3649368705699, 4.88058231855465 52.3649421878777, 4.88056363658509 52.3649636916273))",Centrum,Verleend
10040,Stichting de La Mar Theater,Marnixstraat 402,Additionele horeca,Theaterfoyer,2016-11-01 00:00:00.0,2021-11-01 00:00:00.0,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,POINT (4.88087300518311 52.3643620325402),,Centrum,Verleend
10286,Café Lux B.V.,Marnixstraat 403-H,Café,Café,2018-05-01 00:00:00.0,2023-05-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,01:00,09:00,02:00,,,,,,,,,,,,,,,,POINT (4.88072066490273 52.3648467114411),"MULTIPOLYGON (((4.88069846047309 52.3648148153589, 4.88067728731605 52.3648363852079, 4.8806657100031 52.3648321264325, 4.88068688316373 52.3648105565856, 4.88069846047309 52.3648148153589)), ((4.88063075359815 52.3648844757093, 4.88061883014967 52.3648805912631, 4.88064649402228 52.3648498985053, 4.8806584184889 52.3648537832824, 4.88063075359815 52.3648844757093)))",Centrum,Verleend
2658,Fantasia,Marnixstraat 417-H,Restaurant,Specificatie n.v.t.,2017-12-01 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88117956070898 52.3645161304586),,Centrum,Verleend
14172,Kopstootbar B.V.,Marnixstraat 429,Café,Café,2016-08-01 00:00:00.0,2019-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,30-03-2018 06:00,10-05-2018 06:00,28-12-2018 06:00,,,,,,,,,,,,,POINT (4.88186029573195 52.3640426921754),"MULTIPOLYGON (((4.88188125834646 52.3639640056083, 4.88189711423987 52.3639510639993, 4.88190884425723 52.3639564475201, 4.8818930029437 52.3639693981805, 4.88188125834646 52.3639640056083)), ((4.88188243234391 52.3639780259196, 4.88184983963539 52.3640046281093, 4.88183809503411 52.3639992355329, 4.88187068774568 52.3639726333464, 4.88188243234391 52.3639780259196)), ((4.88182752441656 52.364007863267, 4.88183926901883 52.3640132558445, 4.88181636600221 52.3640319492674, 4.88180462139781 52.3640265566878, 4.88182752441656 52.364007863267)), ((4.88180579537269 52.3640405769996, 4.88178993942065 52.364053518596, 4.88177819481377 52.3640481260137, 4.88179405076727 52.3640351844189, 4.88180579537269 52.3640405769996)))",Centrum,Verleend
11956,t Keteltje,Marnixstraat 74-H,Coffeeshop,Specificatie n.v.t.,2016-09-01 00:00:00.0,2019-09-01 00:00:00.0,07:00,01:00,07:00,01:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87964204770992 52.3795817120302),"MULTIPOLYGON (((4.87969510367805 52.3796053966347, 4.87970317829345 52.3796179393802, 4.87966218623592 52.3796278220574, 4.87965411163032 52.3796152793092, 4.87969510367805 52.3796053966347)), ((4.87963485818764 52.3796344105011, 4.87952554591286 52.3796607642117, 4.87951746233002 52.379648207458, 4.87962677457864 52.3796218537548, 4.87963485818764 52.3796344105011)))",Centrum,Verleend
10984,Songkran,Marnixstraat 86-H,Restaurant,Specificatie n.v.t.,2015-05-01 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87945462650615 52.3792753328382),"POLYGON ((4.87950933789439 52.3792360677746, 4.87953130188735 52.3792711571674, 4.87950317818064 52.3792779382638, 4.87949999412276 52.379272992805, 4.87948056726079 52.3792428190983, 4.87948683240491 52.3792413489189, 4.87950933789439 52.3792360677746))",Centrum,Verleend
9460,Bronx,Marnixstraat 92-H,Coffeeshop,Specificatie n.v.t.,2017-12-01 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,01:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.8793388884382 52.379122048776),"POLYGON ((4.87939516885428 52.3790975763885, 4.8794118593366 52.3791234973101, 4.87940502760267 52.3791251447339, 4.87938833712377 52.3790992238114, 4.8793887641074 52.3790991208473, 4.87939516885428 52.3790975763885))",Centrum,Verleend
11051,Flame Steakhouse,Martelaarsgracht 10,Restaurant,Specificatie n.v.t.,2016-05-01 00:00:00.0,2021-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89656288210584 52.3780711273295),"MULTIPOLYGON (((4.89667202787008 52.3780725776501, 4.89667202756438 52.3780725775791, 4.89668818135082 52.3780465356712, 4.89668965333569 52.3780468716607, 4.89669209751036 52.3780474394804, 4.89674439734164 52.3780594175418, 4.89674439666734 52.3780594186444, 4.89672984039724 52.3780857820544, 4.89667604622031 52.3780735006748, 4.89667342899957 52.3780729031543, 4.89667202787008 52.3780725776501)), ((4.89660108484648 52.3780560964541, 4.89655658978656 52.3780459605034, 4.89655658978656 52.3780459605034, 4.8965725981058 52.3780201532148, 4.89657259821074 52.3780201530426, 4.89666203777073 52.3780405682359, 4.89664594151096 52.3780665173791, 4.89664594151096 52.3780665173791, 4.89660108484648 52.3780560964541)), ((4.89649363372288 52.3780316191096, 4.8964505471373 52.3780219299763, 4.89645054949577 52.3780219260484, 4.89646670512613 52.377995881377, 4.89646670519464 52.3779958813924, 4.89650942556252 52.3780054881714, 4.89654246848008 52.378013015354, 4.89652631127863 52.3780390626298, 4.89652631104697 52.3780390630107, 4.89649363372288 52.3780316191096)))",Centrum,Verleend
8418,C-Plaza B.V.,Martelaarsgracht 11-H,Café,Café,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.8964489751718 52.3777471042669),"MULTIPOLYGON (((4.89649367084915 52.3776471681591, 4.89650031558693 52.3776315103857, 4.89654153605884 52.3776380619547, 4.89653489133459 52.3776537197305, 4.89649367084915 52.3776471681591)), ((4.89646173748605 52.377642092669, 4.89646838223431 52.3776264348974, 4.89648686037115 52.3776293718144, 4.89648021562894 52.3776450295871, 4.89646173748605 52.377642092669)), ((4.89640157317025 52.3777848298006, 4.89640459411959 52.3777778816863, 4.89644220224998 52.3777840057543, 4.89643861487901 52.3777922566411, 4.89640157317025 52.3777848298006)))",Centrum,Verleend
15111,Café Van Beeren,Martelaarsgracht 13-H,Café,Café,2018-01-01 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89637574784728 52.3777288260645),,Centrum,Verleend
14074,Karpershoek,Martelaarsgracht 2,Café,Café,2016-06-01 00:00:00.0,2019-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89676798011419 52.3781169135756),"MULTIPOLYGON (((4.89680952678735 52.3781664765117, 4.89676298618135 52.3782122649692, 4.89673679910568 52.3782022962923, 4.89678333972814 52.378156507845, 4.89680952678735 52.3781664765117)), ((4.89681805776076 52.3781581983024, 4.8967919565779 52.3781481456442, 4.89681464070255 52.3781260871258, 4.8968407418776 52.378136139779, 4.89681805776076 52.3781581983024)), ((4.89683105814758 52.3781101102559, 4.89685717094663 52.3781201515877, 4.89684935765208 52.3781277613658, 4.89682324485035 52.3781177200323, 4.89683105814758 52.3781101102559)), ((4.89674497913874 52.3780892356579, 4.89675574964318 52.3780725131199, 4.89679058932855 52.3780809170813, 4.89677981883515 52.3780976396225, 4.89674497913874 52.3780892356579)))",Centrum,Verleend
14663,De Ster,Martelaarsgracht 22,Café,Café,2017-06-01 00:00:00.0,2020-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89607926098662 52.3779792496585),,Centrum,Verleend
14247,Burger House,Martelaarsgracht 24A,Restaurant,Specificatie n.v.t.,2016-11-01 00:00:00.0,2019-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89600613284183 52.3779519840943),"POLYGON ((4.89598663248792 52.3779238711516, 4.89599873750288 52.3779045733315, 4.89602889972184 52.3779116593075, 4.89601679471802 52.3779309571306, 4.89598663248792 52.3779238711516))",Centrum,Verleend
5247,The Corner,Martelaarsgracht 26,Café,Eetcafé,2015-09-01 00:00:00.0,2018-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89593290536308 52.3779337056195),"POLYGON ((4.89592350209273 52.3779088700178, 4.89593572775799 52.3778896007045, 4.89599733205689 52.3779042392045, 4.89598510641381 52.3779235085242, 4.89592350209273 52.3779088700178))",Centrum,Verleend
9503,Anubis,Martelaarsgracht 7-H,Restaurant,Specificatie n.v.t.,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89659562858061 52.3777656862649),"MULTIPOLYGON (((4.89667322707778 52.3776755163682, 4.89662307773082 52.3776676146922, 4.89662966846986 52.3776519484737, 4.89667981780035 52.3776598501469, 4.89667322707778 52.3776755163682)), ((4.89660585038873 52.3776646186616, 4.89654905243283 52.3776556693731, 4.89655564319616 52.3776400031587, 4.89661244113339 52.377648952444, 4.89660585038873 52.3776646186616)), ((4.89659239218522 52.3778083419058, 4.89658649271149 52.3778203950707, 4.89654441594226 52.3778123955985, 4.89655001261844 52.37780140901, 4.89659239218522 52.3778083419058)), ((4.89651341169323 52.3777954919909, 4.8965079685147 52.377805707258, 4.89646997738982 52.3777987356249, 4.89647499419914 52.3777893205444, 4.89651341169323 52.3777954919909)))",Centrum,Verleend
4365,Café Restaurant Amstelhaven,Mauritskade 1,Café,Eetcafé,2016-08-01 00:00:00.0,2021-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,19-01-2018 06:00,04-03-2018 03:00,,,,,,,,,,,,,,POINT (4.90597421559498 52.3593167059924),,Oost,Verleend
14655,Carbon Express,Mauritskade 100A-1,Restaurant,Specificatie n.v.t.,2017-07-01 00:00:00.0,2020-07-01 00:00:00.0,07:00,07:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92511772258919 52.3648573227828),,Oost,Verleend
11894,Oliva en Sparrow Food Productions,Mauritskade 110-H,Café,Eetcafé,2016-10-01 00:00:00.0,2019-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92627192577662 52.3654010700253),,Oost,Verleend
13322,Generator Hostel,Mauritskade 57,Hotel,Horeca V,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,23:00,09:00,00:00,01-01-2018 12:00,,,,,,,,,,,,,,,POINT (4.91883323867724 52.3607523020403),,Oost,Verleend
13586,Wagamama,Max Euweplein 10,Restaurant,Specificatie n.v.t.,2018-01-01 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.88312558790093 52.3625112016204),"POLYGON ((4.88329197268218 52.3623889408149, 4.88313506403455 52.3624809467499, 4.88310409262458 52.3624611507099, 4.88326100126616 52.3623691448154, 4.88329197268218 52.3623889408149))",Centrum,Verleend
14657,Koffie & Kater,Max Euweplein 12,Restaurant,Specificatie n.v.t.,2017-07-01 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.88308113956828 52.3625469629643),"MULTIPOLYGON (((4.88303447217242 52.3625803446238, 4.88305561452673 52.3625679471053, 4.88305561302225 52.3625769346022, 4.88305561302225 52.3625769346022, 4.88310514692087 52.3626085940457, 4.88309136456911 52.3626166757881, 4.88303447217242 52.3625803446238)), ((4.88307333003742 52.3625171448801, 4.88304047808678 52.3625364254125, 4.88301863551453 52.3625224768342, 4.88305148746429 52.3625031963078, 4.88307333003742 52.3625171448801)))",Centrum,Verleend
2643,Hosokawa B.V.,Max Euweplein 22,Restaurant,Specificatie n.v.t.,2018-03-01 00:00:00.0,2021-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.88284442066849 52.3627077326585),,Centrum,Verleend
10981,Maximus NL B.V.,Max Euweplein 27,Restaurant,Specificatie n.v.t.,2015-03-01 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.8833779020692 52.3622696093355),"MULTIPOLYGON (((4.88337010953944 52.3623042228854, 4.88331973887975 52.3623337444042, 4.88321415834938 52.3622662276227, 4.88326452900238 52.3622367061482, 4.88337010953944 52.3623042228854)), ((4.88303703574361 52.3622769323463, 4.88310639050741 52.362277847085, 4.88310918010257 52.3622868824883, 4.88311004802992 52.3622983723196, 4.8831079805543 52.3623097957426, 4.88310303945292 52.3623208833923, 4.8830953452236 52.3623313661531, 4.88308507688104 52.3623409931331, 4.88307248684105 52.3623495137526, 4.88305788552676 52.3623567405917, 4.88304171578887 52.362362459831, 4.88304010088223 52.3623611677373, 4.88303402393633 52.3623625147768, 4.8830340239364 52.3623625147769, 4.88303703574361 52.3622769323462, 4.88303703574361 52.3622769323463)))",Centrum,Verleend
2640,The Hard Rock Café,Max Euweplein 57,Café,Café,2014-02-01 00:00:00.0,2019-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.88293954027198 52.362087993597),"MULTIPOLYGON (((4.88292243000488 52.3622754206916, 4.88297967035478 52.3622761757081, 4.88297649322836 52.3623664524699, 4.88293895500879 52.3623659143711, 4.88291941348364 52.3623611307944, 4.88292243000488 52.3622754206916)), ((4.88285672472238 52.3622210371563, 4.88277231073878 52.362150389815, 4.88281475973678 52.3621314749624, 4.88283085786772 52.3621242994595, 4.88283947556914 52.3621217027616, 4.88290139118756 52.3621068580391, 4.88292507223352 52.3622046503636, 4.88285672472238 52.3622210371563)), ((4.8827178340378 52.3620384092288, 4.88272111209853 52.3620370303084, 4.88277659937709 52.3620181408402, 4.88279686034988 52.3620128255119, 4.88285282154393 52.3620013258246, 4.88287435087373 52.3619980830255, 4.88293272470294 52.3619926062634, 4.88295460948791 52.3619916747727, 4.88300956487361 52.3619924747454, 4.88300921336225 52.3620014598775, 4.88295494778486 52.3620006727905, 4.88293434086722 52.3620015468041, 4.88287721625263 52.3620069030553, 4.88285692217921 52.3620099623711, 4.88280209398665 52.362021233204, 4.88278306990442 52.3620262212555, 4.88272885009775 52.3620446757287, 4.88272478250178 52.3620460604825, 4.8827178340378 52.3620384092288)))",Centrum,Verleend
